StartStation,EndStation,Ridership
5th St & Massachusetts Ave NW,Calvert St & Woodley Pl NW,203
5th St & Massachusetts Ave NW,Clarendon Blvd & Pierce St,4
5th St & Massachusetts Ave NW,Clarendon Metro / Wilson Blvd & N Highland St,5
5th St & Massachusetts Ave NW,Columbia Pike & S Walter Reed Dr,1
5th St & Massachusetts Ave NW,Columbia Rd & Belmont St NW,210
5th St & Massachusetts Ave NW,Columbia Rd & Georgia Ave NW,169
5th St & Massachusetts Ave NW,Columbus Circle / Union Station,4472
5th St & Massachusetts Ave NW,Commerce St & Fayette St,1
5th St & Massachusetts Ave NW,Connecticut & Nebraska Ave NW,4
5th St & Massachusetts Ave NW,Connecticut Ave & Newark St NW / Cleveland Park,50
5th St & Massachusetts Ave NW,Connecticut Ave & Tilden St NW,34
5th St & Massachusetts Ave NW,Constitution Ave & 2nd St NW/DOL,522
5th St & Massachusetts Ave NW,Convention Center / 7th & M St NW,1794
5th St & Massachusetts Ave NW,Crystal City Metro / 18th & Bell St,4
5th St & Massachusetts Ave NW,D St & Maryland Ave NE,912
5th St & Massachusetts Ave NW,Eastern Market / 7th & North Carolina Ave SE,849
5th St & Massachusetts Ave NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,1609
5th St & Massachusetts Ave NW,Eckington Pl & Q St NE,832
5th St & Massachusetts Ave NW,Fairfax Dr & Wilson Blvd,1
5th St & Massachusetts Ave NW,Fenton St & Gist Ave,1
5th St & Massachusetts Ave NW,Fenton St & New York Ave,1
5th St & Massachusetts Ave NW,Fessenden St & Wisconsin Ave NW,1
5th St & Massachusetts Ave NW,Florida Ave & R St NW,1660
5th St & Massachusetts Ave NW,Fort Totten Metro,5
5th St & Massachusetts Ave NW,Gallaudet / 8th St & Florida Ave NE,290
5th St & Massachusetts Ave NW,Georgetown Harbor / 30th St NW,784
5th St & Massachusetts Ave NW,Georgia & Missouri Ave NW,2
5th St & Massachusetts Ave NW,Georgia & New Hampshire Ave NW,480
5th St & Massachusetts Ave NW,Georgia Ave & Emerson St NW,9
5th St & Massachusetts Ave NW,Georgia Ave and Fairmont St NW,320
5th St & Massachusetts Ave NW,Good Hope Rd & 14th St SE,6
5th St & Massachusetts Ave NW,Good Hope Rd & MLK Ave SE,6
5th St & Massachusetts Ave NW,Hains Point/Buckeye & Ohio Dr SW,62
5th St & Massachusetts Ave NW,Hamlin & 7th St NE,16
5th St & Massachusetts Ave NW,Harvard St & Adams Mill Rd NW,29
5th St & Massachusetts Ave NW,Henry Bacon Dr & Lincoln Memorial Circle NW,5
5th St & Massachusetts Ave NW,Independence Ave & L'Enfant Plaza SW/DOE,80
5th St & Massachusetts Ave NW,Iwo Jima Memorial/N Meade & 14th St N,17
5th St & Massachusetts Ave NW,Jefferson Dr & 14th St SW,907
5th St & Massachusetts Ave NW,Jefferson Memorial,267
5th St & Massachusetts Ave NW,John McCormack Dr & Michigan Ave NE,54
5th St & Massachusetts Ave NW,Kennedy Center,273
5th St & Massachusetts Ave NW,Key Blvd & N Quinn St,3
5th St & Massachusetts Ave NW,King St Metro North / Cameron St,1
5th St & Massachusetts Ave NW,King St Metro South,4
5th St & Massachusetts Ave NW,L'Enfant Plaza / 7th & C St SW,1108
5th St & Massachusetts Ave NW,Lamont & Mt Pleasant NW,239
5th St & Massachusetts Ave NW,Lee Hwy & N Adams St,1
5th St & Massachusetts Ave NW,Lee Hwy & N Scott St,2
5th St & Massachusetts Ave NW,Lincoln Memorial,651
5th St & Massachusetts Ave NW,Lincoln Park / 13th & East Capitol St NE,782
5th St & Massachusetts Ave NW,Long Bridge Park/Long Bridge Dr & 6th St S,1
5th St & Massachusetts Ave NW,Lynn & 19th St North,132
5th St & Massachusetts Ave NW,M St & Delaware Ave NE,681
5th St & Massachusetts Ave NW,M St & New Jersey Ave SE,435
5th St & Massachusetts Ave NW,M St & Pennsylvania Ave NW,556
5th St & Massachusetts Ave NW,Maryland & Independence Ave SW,1103
5th St & Massachusetts Ave NW,Maryland Ave & E St NE,21
5th St & Massachusetts Ave NW,Massachusetts Ave & Dupont Circle NW,2599
5th St & Massachusetts Ave NW,Metro Center / 12th & G St NW,4407
5th St & Massachusetts Ave NW,Minnesota Ave Metro/DOES,3
5th St & Massachusetts Ave NW,MLK Library/9th & G St NW,571
5th St & Massachusetts Ave NW,Mount Vernon Ave & Kennedy St,4
5th St & Massachusetts Ave NW,N Randolph St & Fairfax Dr,1
5th St & Massachusetts Ave NW,N Rhodes & 16th St N,13
5th St & Massachusetts Ave NW,N Veitch  & 20th St N,2
5th St & Massachusetts Ave NW,Nannie Helen Burroughs & Minnesota Ave NE,1
5th St & Massachusetts Ave NW,Neal St & Trinidad Ave NE,190
5th St & Massachusetts Ave NW,New Hampshire Ave & 24th St NW,101
5th St & Massachusetts Ave NW,New Hampshire Ave & T St NW,423
5th St & Massachusetts Ave NW,New Jersey Ave & N St NW/Dunbar HS,474
5th St & Massachusetts Ave NW,New Jersey Ave & R St NW,786
5th St & Massachusetts Ave NW,New York Ave & 15th St NW,1778
5th St & Massachusetts Ave NW,New York Ave & Hecht Ave NE,2
5th St & Massachusetts Ave NW,North Capitol St & F St NW,6065
5th St & Massachusetts Ave NW,North Capitol St & G Pl NE,555
5th St & Massachusetts Ave NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,150
5th St & Massachusetts Ave NW,Oklahoma Ave & D St NE,7
5th St & Massachusetts Ave NW,Park Rd & Holmead Pl NW,377
5th St & Massachusetts Ave NW,Pennsylvania & Minnesota Ave SE,14
5th St & Massachusetts Ave NW,Pentagon City Metro / 12th & S Hayes St,15
5th St & Massachusetts Ave NW,Potomac & Pennsylvania Ave SE,372
5th St & Massachusetts Ave NW,Potomac Ave & 8th St SE,8
5th St & Massachusetts Ave NW,Prince St & Union St,17
5th St & Massachusetts Ave NW,Randle Circle & Minnesota Ave SE,1
5th St & Massachusetts Ave NW,Rhode Island Ave & V St NE,74
5th St & Massachusetts Ave NW,Rhode Island Ave Metro,19
5th St & Massachusetts Ave NW,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,65
5th St & Massachusetts Ave NW,S Glebe & Potomac Ave,1
5th St & Massachusetts Ave NW,S Joyce & 16th St S,1
5th St & Massachusetts Ave NW,S Joyce & Army Navy Dr,10
5th St & Massachusetts Ave NW,Saint Asaph St & Pendleton  St,4
5th St & Massachusetts Ave NW,Silver Spring Metro/Colesville Rd & Wayne Ave,1
5th St & Massachusetts Ave NW,Smithsonian / Jefferson Dr & 12th St SW,714
5th St & Massachusetts Ave NW,Tenleytown / Wisconsin Ave & Albemarle St NW,9
5th St & Massachusetts Ave NW,Thomas Circle,2022
5th St & Massachusetts Ave NW,Union Market/6th St & Neal Pl NE,97
5th St & Massachusetts Ave NW,US Dept of State / Virginia Ave & 21st St NW,518
5th St & Massachusetts Ave NW,USDA / 12th & Independence Ave SW,1065
5th St & Massachusetts Ave NW,Van Ness Metro / UDC,31
5th St & Massachusetts Ave NW,Ward Circle / American University,4
5th St & Massachusetts Ave NW,Washington & Independence Ave SW/HHS,496
5th St & Massachusetts Ave NW,Wilson Blvd & Franklin Rd,7
5th St & Massachusetts Ave NW,Wisconsin Ave & Newark St NW,17
5th St & Massachusetts Ave NW,Wisconsin Ave & O St NW,106
5th St & Massachusetts Ave NW,Woodmont Ave & Strathmore St,1
6th & H St NE,10th & E St NW,464
6th & H St NE,10th & Florida Ave NW,31
6th & H St NE,10th & K St NW,93
6th & H St NE,10th & Monroe St NE,48
6th & H St NE,10th & U St NW,152
6th & H St NE,10th St & Constitution Ave NW,283
6th & H St NE,10th St & L'Enfant Plaza SW,2
6th & H St NE,11th & F St NW,55
6th & H St NE,11th & H St NE,2203
6th & H St NE,11th & Kenyon St NW,235
6th & H St NE,11th & M St NW,106
6th & H St NE,11th & S St NW,21
6th & H St NE,12th & Irving St NE,15
6th & H St NE,12th & L St NW,235
6th & H St NE,12th & Newton St NE,18
6th & H St NE,12th & U St NW,76
6th & H St NE,13th & D St NE,926
6th & H St NE,13th & H St NE,3085
6th & H St NE,13th St & New York Ave NW,552
6th & H St NE,14th & Belmont St NW,28
6th & H St NE,14th & D St NW / Ronald Reagan Building,585
6th & H St NE,14th & D St SE,482
6th & H St NE,14th & G St NW,103
6th & H St NE,14th & Harvard St NW,44
6th & H St NE,14th & L St NW,6
6th & H St NE,14th & R St NW,210
6th & H St NE,14th & Rhode Island Ave NW,155
6th & H St NE,14th & Upshur St NW,5
6th & H St NE,14th & V St NW,304
6th & H St NE,14th St & New York Ave NW,105
6th & H St NE,14th St & Spring Rd NW,7
6th & H St NE,14th St Heights / 14th & Crittenden St NW,2
6th & H St NE,15th & Crystal Dr,2
6th & H St NE,15th & East Capitol St NE,239
6th & H St NE,15th & Euclid St  NW,12
6th & H St NE,15th & F St NE,473
6th & H St NE,15th & K St NW,125
6th & H St NE,15th & L St NW,40
6th & H St NE,15th & N Scott St,1
6th & H St NE,15th & P St NW,243
6th & H St NE,15th St & Massachusetts Ave SE,352
6th & H St NE,16th & Harvard St NW,42
6th & H St NE,16th & Irving St NW,1
6th & H St NE,16th & K St NW,4
6th & H St NE,16th & R St NW,5
6th & H St NE,17th & Corcoran St NW,100
6th & H St NE,17th & G St NW,34
6th & H St NE,17th & K St NW,182
6th & H St NE,17th & K St NW / Farragut Square,149
6th & H St NE,17th & Rhode Island Ave NW,170
6th & H St NE,17th St & Massachusetts Ave NW,58
6th & H St NE,18th & C St NW,1
6th & H St NE,18th & M St NW,69
6th & H St NE,18th & R St NW,19
6th & H St NE,18th St & Pennsylvania Ave NW,150
6th & H St NE,18th St & Rhode Island Ave NE,87
6th & H St NE,18th St & Wyoming Ave NW,38
6th & H St NE,19th & E Street NW,160
6th & H St NE,19th & East Capitol St SE,270
6th & H St NE,19th & G St NW,17
6th & H St NE,19th & K St NW,107
6th & H St NE,19th & L St NW,97
6th & H St NE,19th St & Constitution Ave NW,158
6th & H St NE,19th St & Pennsylvania Ave NW,56
6th & H St NE,1st & H St NW,244
6th & H St NE,1st & K St SE,475
6th & H St NE,1st & M St NE,1936
6th & H St NE,1st & N St SE,161
6th & H St NE,1st & O St NW,7
6th & H St NE,1st & Rhode Island Ave NW,241
6th & H St NE,1st & Washington Hospital Center NW,17
6th & H St NE,20th & Crystal Dr,3
6th & H St NE,20th & E St NW,63
6th & H St NE,20th & L St NW,35
6th & H St NE,20th & O St NW / Dupont South,120
6th & H St NE,20th St & Florida Ave NW,68
6th & H St NE,20th St & Virginia Ave NW,11
6th & H St NE,21st & I St NW,284
6th & H St NE,21st & M St NW,246
6th & H St NE,21st St & Constitution Ave NW,27
6th & H St NE,21st St & Pennsylvania Ave NW,127
6th & H St NE,22nd & I St NW / Foggy Bottom,71
6th & H St NE,23rd & Crystal Dr,7
6th & H St NE,23rd & E St NW ,17
6th & H St NE,23rd & Eads St,2
6th & H St NE,24th & N St NW,55
6th & H St NE,25th St & Pennsylvania Ave NW,194
6th & H St NE,2nd & G St NE,187
6th & H St NE,2nd St & Massachusetts Ave NE,21
6th & H St NE,3000 Connecticut Ave NW / National Zoo,9
6th & H St NE,33rd & Water St NW,5
6th & H St NE,34th St & Wisconsin Ave NW,9
6th & H St NE,36th & Calvert St NW / Glover Park,4
6th & H St NE,37th & O St NW / Georgetown University,5
6th & H St NE,39th & Calvert St NW / Stoddert,3
6th & H St NE,3rd & D St SE,1023
6th & H St NE,3rd & Elm St NW,33
6th & H St NE,3rd & G St SE,492
6th & H St NE,3rd & H St NE,981
6th & H St NE,3rd & H St NW,189
6th & H St NE,3rd & Tingey St SE,234
6th & H St NE,3rd St & Pennsylvania Ave SE,987
6th & H St NE,4th & D St NW / Judiciary Square,662
6th & H St NE,4th & E St SW,596
6th & H St NE,4th & East Capitol St NE,801
6th & H St NE,4th & M St SW,198
6th & H St NE,4th & W St NE,25
6th & H St NE,5th & F St NW,519
6th & H St NE,5th & K St NW,1354
6th & H St NE,5th & Kennedy St NW,1
6th & H St NE,5th St & Massachusetts Ave NW,1023
6th & H St NE,6th & Water St SW / SW Waterfront,77
6th & H St NE,6th St & Indiana Ave NW,291
6th & H St NE,7th & F St NW / National Portrait Gallery,479
6th & H St NE,7th & R St NW / Shaw Library,230
6th & H St NE,7th & T St NW,187
6th & H St NE,8th & D St NW,92
6th & H St NE,8th & East Capitol St NE,455
6th & H St NE,8th & Eye St SE / Barracks Row,182
6th & H St NE,8th & F St NE,547
6th & H St NE,8th & F St NW,40
6th & H St NE,8th & H St NW,622
6th & H St NE,8th & O St NW,47
6th & H St NE,9th & Upshur St NW,10
6th & H St NE,Adams Mill & Columbia Rd NW,35
6th & H St NE,Anacostia Ave & Benning Rd NE / River Terrace,270
6th & H St NE,Anacostia Library,3
6th & H St NE,Anacostia Metro,13
6th & H St NE,Arlington Blvd & N Queen St,4
6th & H St NE,Ballston Metro / N Stuart & 9th St N,1
6th & H St NE,Benning Branch Library,4
6th & H St NE,Benning Rd & East Capitol St NE / Benning Rd Metro,63
6th & H St NE,Bladensburg Rd & Benning Rd NE,747
6th & H St NE,C & O Canal & Wisconsin Ave NW,76
6th & H St NE,California St & Florida Ave NW,137
6th & H St NE,Calvert & Biltmore St NW,2
6th & H St NE,Calvert St & Woodley Pl NW,22
6th & H St NE,Clarendon Blvd & Pierce St,1
6th & H St NE,Columbia Rd & Belmont St NW,15
6th & H St NE,Columbia Rd & Georgia Ave NW,29
6th & H St NE,Columbus Circle / Union Station,6628
6th & H St NE,Connecticut Ave & Newark St NW / Cleveland Park,2
6th & H St NE,Constitution Ave & 2nd St NW/DOL,380
6th & H St NE,Convention Center / 7th & M St NW,301
6th & H St NE,Crystal City Metro / 18th & Bell St,2
6th & H St NE,D St & Maryland Ave NE,960
6th & H St NE,Deanwood Rec Center,2
6th & H St NE,Eastern Market / 7th & North Carolina Ave SE,2076
6th & H St NE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,1542
6th & H St NE,Eckington Pl & Q St NE,304
6th & H St NE,Florida Ave & R St NW,323
6th & H St NE,Fort Totten Metro,1
6th & H St NE,Gallaudet / 8th St & Florida Ave NE,295
6th & H St NE,Georgetown Harbor / 30th St NW,126
6th & H St NE,Georgia & New Hampshire Ave NW,49
6th & H St NE,Georgia Ave and Fairmont St NW,24
6th & H St NE,Good Hope Rd & 14th St SE,3
6th & H St NE,Good Hope Rd & MLK Ave SE,19
6th & H St NE,Hains Point/Buckeye & Ohio Dr SW,15
6th & H St NE,Hamlin & 7th St NE,11
6th & H St NE,Harvard St & Adams Mill Rd NW,5
6th & H St NE,Henry Bacon Dr & Lincoln Memorial Circle NW,2
6th & H St NE,Independence Ave & L'Enfant Plaza SW/DOE,83
6th & H St NE,Iwo Jima Memorial/N Meade & 14th St N,1
6th & H St NE,Jefferson Dr & 14th St SW,314
6th & H St NE,Jefferson Memorial,138
6th & H St NE,John McCormack Dr & Michigan Ave NE,23
6th & H St NE,Kennedy Center,16
6th & H St NE,L'Enfant Plaza / 7th & C St SW,239
6th & H St NE,Lamont & Mt Pleasant NW,17
6th & H St NE,Lincoln Memorial,125
6th & H St NE,Lincoln Park / 13th & East Capitol St NE,853
6th & H St NE,Lynn & 19th St North,8
6th & H St NE,M St & Delaware Ave NE,1403
6th & H St NE,M St & New Jersey Ave SE,428
6th & H St NE,M St & Pennsylvania Ave NW,375
6th & H St NE,Maryland & Independence Ave SW,487
6th & H St NE,Maryland Ave & E St NE,67
6th & H St NE,Massachusetts Ave & Dupont Circle NW,209
6th & H St NE,Metro Center / 12th & G St NW,187
6th & H St NE,Minnesota Ave Metro/DOES,5
6th & H St NE,MLK Library/9th & G St NW,68
6th & H St NE,N Rhodes & 16th St N,2
6th & H St NE,Nannie Helen Burroughs & Minnesota Ave NE,3
6th & H St NE,Neal St & Trinidad Ave NE,203
6th & H St NE,New Hampshire Ave & 24th St NW,7
6th & H St NE,New Hampshire Ave & T St NW,47
6th & H St NE,New Jersey Ave & N St NW/Dunbar HS,46
6th & H St NE,New Jersey Ave & R St NW,103
6th & H St NE,New York Ave & 15th St NW,154
6th & H St NE,New York Ave & Hecht Ave NE,15
6th & H St NE,North Capitol St & F St NW,1161
6th & H St NE,North Capitol St & G Pl NE,210
6th & H St NE,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31
6th & H St NE,Oklahoma Ave & D St NE,11
6th & H St NE,Park Rd & Holmead Pl NW,40
6th & H St NE,Pennsylvania & Minnesota Ave SE,8
6th & H St NE,Pentagon City Metro / 12th & S Hayes St,1
6th & H St NE,Pleasant St & MLK Ave SE,6
6th & H St NE,Potomac & Pennsylvania Ave SE,534
6th & H St NE,Potomac Ave & 8th St SE,25
6th & H St NE,Prince St & Union St,1
6th & H St NE,Randle Circle & Minnesota Ave SE,1
6th & H St NE,Rhode Island Ave & V St NE,31
6th & H St NE,Rhode Island Ave Metro,25
6th & H St NE,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,18
6th & H St NE,S Four Mile Run Dr & S Shirlington Rd,1
6th & H St NE,S Joyce & Army Navy Dr,1
6th & H St NE,Saint Asaph St & Pendleton  St,1
6th & H St NE,Smithsonian / Jefferson Dr & 12th St SW,303
6th & H St NE,Takoma Metro,2
6th & H St NE,Thomas Circle,535
6th & H St NE,Union Market/6th St & Neal Pl NE,279
6th & H St NE,US Dept of State / Virginia Ave & 21st St NW,28
6th & H St NE,USDA / 12th & Independence Ave SW,160
6th & H St NE,Van Ness Metro / UDC,2
6th & H St NE,Ward Circle / American University,2
6th & H St NE,Washington & Independence Ave SW/HHS,241
6th & H St NE,Washington Blvd & 10th St N,1
6th & H St NE,Wilson Blvd & N Quincy St,2
6th & H St NE,Wilson Blvd & N Uhle St,1
6th & H St NE,Wisconsin Ave & Newark St NW,2
6th & H St NE,Wisconsin Ave & O St NW,29
6th & S Ball St,10th & Florida Ave NW,1
6th & S Ball St,11th & F St NW,2
6th & S Ball St,12th & Army Navy Dr,35
6th & S Ball St,12th & L St NW,15
6th & S Ball St,14th & Harvard St NW,1
6th & S Ball St,14th & V St NW,2
6th & S Ball St,15th & Crystal Dr,61
6th & S Ball St,15th & K St NW,1
6th & S Ball St,17th & G St NW,1
6th & S Ball St,17th & K St NW / Farragut Square,2
6th & S Ball St,17th & Rhode Island Ave NW,1
6th & S Ball St,18th & Eads St.,9
6th & S Ball St,18th & M St NW,2
6th & S Ball St,18th St & Pennsylvania Ave NW,3
6th & S Ball St,19th & E Street NW,15
6th & S Ball St,19th & K St NW,1
6th & S Ball St,19th St & Constitution Ave NW,1
6th & S Ball St,1st & N St SE,1
6th & S Ball St,20th & Crystal Dr,59
6th & S Ball St,20th & E St NW,1
6th & S Ball St,20th St & Virginia Ave NW,1
6th & S Ball St,21st & I St NW,1
6th & S Ball St,21st St & Constitution Ave NW,4
6th & S Ball St,22nd & I St NW / Foggy Bottom,1
6th & S Ball St,23rd & Crystal Dr,89
6th & S Ball St,23rd & E St NW ,16
6th & S Ball St,23rd & Eads St,21
6th & S Ball St,24th & N St NW,1
6th & S Ball St,25th St & Pennsylvania Ave NW,1
6th & S Ball St,26th & S Clark St,69
6th & S Ball St,27th & Crystal Dr,46
6th & S Ball St,31st & Woodrow St S,1
6th & S Ball St,33rd & Water St NW,3
6th & S Ball St,3rd & D St SE,3
6th & S Ball St,6th St & Indiana Ave NW,1
6th & S Ball St,7th & F St NW / National Portrait Gallery,1
6th & S Ball St,Aurora Hills Community Ctr/18th & Hayes St,6
6th & S Ball St,Ballenger Ave & Dulaney St,1
6th & S Ball St,Braddock Rd Metro,4
6th & S Ball St,C & O Canal & Wisconsin Ave NW,3
6th & S Ball St,California St & Florida Ave NW,1
6th & S Ball St,Columbia Pike & S Orme St,5
6th & S Ball St,Columbia Pike & S Walter Reed Dr,1
6th & S Ball St,Columbia Rd & Belmont St NW,2
6th & S Ball St,Columbus Circle / Union Station,1
6th & S Ball St,Constitution Ave & 2nd St NW/DOL,1
6th & S Ball St,Crystal City Metro / 18th & Bell St,123
6th & S Ball St,Eads St & 15th St S,1
6th & S Ball St,Georgia Ave and Fairmont St NW,1
6th & S Ball St,Henry St & Pendleton St,3
6th & S Ball St,Independence Ave & L'Enfant Plaza SW/DOE,2
6th & S Ball St,Iwo Jima Memorial/N Meade & 14th St N,10
6th & S Ball St,Jefferson Dr & 14th St SW,3
6th & S Ball St,Jefferson Memorial,58
6th & S Ball St,Kennedy Center,1
6th & S Ball St,L'Enfant Plaza / 7th & C St SW,4
6th & S Ball St,Lincoln Memorial,21
6th & S Ball St,Long Bridge Park/Long Bridge Dr & 6th St S,22
6th & S Ball St,Lynn & 19th St North,5
6th & S Ball St,Maryland & Independence Ave SW,2
6th & S Ball St,Monroe Ave & Leslie Ave,5
6th & S Ball St,Mount Vernon Ave & Kennedy St,1
6th & S Ball St,New Hampshire Ave & 24th St NW,3
6th & S Ball St,New York Ave & 15th St NW,2
6th & S Ball St,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,7
6th & S Ball St,Pentagon City Metro / 12th & S Hayes St,290
6th & S Ball St,Potomac & Pennsylvania Ave SE,7
6th & S Ball St,Potomac Ave & 35th St S,87
6th & S Ball St,Potomac Greens Dr & Slaters Ln,2
6th & S Ball St,Prince St & Union St,4
6th & S Ball St,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,2
6th & S Ball St,S Glebe & Potomac Ave,34
6th & S Ball St,S Joyce & 16th St S,5
6th & S Ball St,S Joyce & Army Navy Dr,93
6th & S Ball St,S Troy St & 26th St S,2
6th & S Ball St,US Dept of State / Virginia Ave & 21st St NW,1
6th & Water St SW / SW Waterfront,10th & E St NW,155
6th & Water St SW / SW Waterfront,10th & Florida Ave NW,4
6th & Water St SW / SW Waterfront,10th & K St NW,12
6th & Water St SW / SW Waterfront,10th & Monroe St NE,5
6th & Water St SW / SW Waterfront,10th & U St NW,111
6th & Water St SW / SW Waterfront,10th St & Constitution Ave NW,679
6th & Water St SW / SW Waterfront,10th St & L'Enfant Plaza SW,16
6th & Water St SW / SW Waterfront,11th & F St NW,61
6th & Water St SW / SW Waterfront,11th & H St NE,46
6th & Water St SW / SW Waterfront,11th & Kenyon St NW,48
6th & Water St SW / SW Waterfront,11th & M St NW,34
6th & Water St SW / SW Waterfront,11th & S St NW,4
6th & Water St SW / SW Waterfront,12th & Army Navy Dr,127
6th & Water St SW / SW Waterfront,12th & L St NW,78
6th & Water St SW / SW Waterfront,12th & Newton St NE,3
